ref_id,section,bug_description,reported_date,severity,due_date,dev_type,eta,actual,status
QA-144,Phase 08 : Pro Eval based on specialization,"When I click the continue button in step 4 of the task after add the document expected on the step 3, the spinner doesn't stop and the data isn't generated for more than 5 minutes. The spinner stop after 10 minutes or more

Video",18/01/2023,Major,19/01/2023,1,0:45,0:45,PASS
QA-145,Phase 10 : Mark Entry of Grand Oral based on specialization,When I connect as Student and Download grand oral pdf result in subject for certification. In the PDF block specialization displayed as B5 and B6 instead of S1 or S2,18/01/2023,Minor,19/01/2023,1,1:00,2:10,PASS
QA-146,Phase 03 : Connecting Specialization to a student,"When I disconnect specialization in the ""connected rncp title"" and I try remove specialization after I disconnect in the class parameters -> I get swal error Img and Video ",20/01/2023,Moderate,24/01/2023,1,1:00,1:00,PASS
QA-147,Phase 05 : Creating / publishing / mark entry of the notation grid of block specialization,"[Test Creation] After i publish the test that i just make, the test does not appear in the Pending Tasks. Video",23/01/2023,Major,24/01/2023,1,1:00,1:00,PASS
QA-148,Phase 04 : Creating block specialization in the condition,[Improvement] Need to Implement SWAL + add Validation from BE to prevent user from add Block if there is at least 1 student grand oral mark entry done,24/01/2023,Moderate,25/01/2023,1,1:00,1:00,PASS
QA-149,Phase 10 : Mark Entry of Grand Oral based on specialization,When I add Transcript and after the transcipt publish -> table in the Step 3 : Student Result and Input Decision there is no student  and there is no column for specialization,24/01/2023,Moderate,25/01/2023,1,,,NAB
QA-150,Phase 09 : Setup Grand Oral session based on specialization,"When I already create Grand Oral until step 2 then I add the specialization for student, I see the data of student is not updated on the step 2 table",25/01/2023,Moderate,25/01/2023,1,1:30,1:00,PASS
QA-151,Phase 10 : Mark Entry of Grand Oral based on specialization,"When I check on the Grand Oral PDF for the student that not take any specialization, I see on the PDF, there is Specialization 2 with no value",25/01/2023,Major,25/01/2023,1,1:00,1:00,PASS
QA-152,Phase 10 : Mark Entry of Grand Oral based on specialization,[Transcript] Only have the column Specialization. But not display for student connected in the specialization and column specialiization only empty Video img,25/01/2023,Moderate,26/01/2023,1,1:00,0:30,PASS
QA-153,Phase 10 : Mark Entry of Grand Oral based on specialization,[Certification][Certifiation tab] After I completed FT and I check in the student card in certification there is no folder for Final Transcript Video,25/01/2023,Major,26/01/2023,1,1:30,1:00,PASS
QA-154,Phase 10 : Mark Entry of Grand Oral based on specialization,"[Student UI][Subject for Certification] I check in the student UI - Subject for certification there is no FT after I validated retake grand oral by certitifer admin

Video",25/01/2023,Moderate,26/01/2023,1,1:30,1:00,PASS
QA-155,Phase 02 : Trombinoscope,I see the filter for Group is not working,24/08/2022,Major,24/08/2022,1,1:00,2:40,PASS
QA-156,Phase 02 : Trombinoscope,I see the filter for Sequence is displaying ALL sequence in env instead of displaying sequence that relate with program,24/08/2022,Moderate,25/08/2022,1,1:00,0:14,PASS
QA-157,Phase 02 : Trombinoscope,"As Academic director, I can see the trombinoscope from other Program that not related with me",24/08/2022,Major,24/08/2022,1,1:00,1:00,PASS
QA-158,Phase 01 : Menu/InApp Tutorial/User Permission,"When I access sub menu user permission, it only display the header of column",24/08/2022,Blocking,24/08/2022,1,1:00,0:23,PASS
QA-159,Phase 03 : PDF Trombinoscope ,"In the PDF Trombinoscope, I see the student program displayed is not match with Spec doc",25/08/2022,Moderate,25/08/2022,1,0:30,0:11,PASS
QA-160,Phase 03 : PDF Trombinoscope ,"I do the PDF export 2 times with different program, for 1st PDF is (Braaix 1) and 2nd is (Braaix 2) when I click link on the first notif (braaix 1) it redirect me to the PDF for Braaix 2",25/08/2022,Blocking,25/08/2022,1,1:00,0:24,PASS
QA-161,Phase 03 : PDF Trombinoscope ,"Improvement :

Need to rename PDF Trombinoscope when user generate PDF so it won't affect the old PDF trombinoscope",25/08/2022,Major,25/08/2022,1,0:30,0:24,PASS
QA-162,Phase 03 : PDF Trombinoscope ,"When I do the sorting by alpha order, I see the student is ordered by first name where it should be ordered by last name of student",25/08/2022,Major,25/08/2022,1,0:30,0:08,PASS
QA-163,Phase 03 : PDF Trombinoscope ,"When I do the sorting by group, and I only select 1 group I see in the PDF trombinoscope it display ALL group",25/08/2022,Major,25/08/2022,1,0:30,0:10,PASS
QA-164,Phase 02 : Trombinoscope,"When I filter the speciality with ""none"" it still display student trombinoscope which has speciality, and also when select none, I cannot do multiple filter in field speciality",25/08/2022,Moderate,26/08/2022,1,0:45,1:01,PASS
QA-165,Phase 03 : PDF Trombinoscope ,I see the user civility is not translated in [FR] when the rest of notification TrombinoscopePDF_N1 is already in [FR],25/08/2022,Localization,01/08/2022,1,0:25,0:19,PASS
QA-166,Phase 02 : Trombinoscope,"User type other than operator, when check on the filter, the campus and level is not related to the user program",25/08/2022,Major,26/08/2022,1,0:45,1:56,PASS
QA-167,Phase 01 : Menu/InApp Tutorial/User Permission,"As user type Company relation director and Company relation Member, when I access EDH platform, I able to V/E the trombinoscope",25/08/2022,Major,26/08/2022,1,0:30,1:10,PASS
QA-168,Phase 02 : Trombinoscope,"As the user type how can access trombinoscope, i'm able to show data trombinoscope, though the data is filtered as All school, All campus, etc. But i only see message ""no data to show""",26/08/2022,Major,26/08/2022,1,0:25,0:25,PASS
QA-169,Phase 02 : Trombinoscope,The filter in the levels field isn't working. It show no data ven though there is a data with the level I choose.,29/08/2022,Moderate,29/08/2022,1,0:30,0:50,PASS
QA-170,Phase 02 : Trombinoscope,The Teacher didn't have V/E permission in the User Permission table,29/08/2022,Minor,29/08/2022,1,0:45,0:25,PASS
QA-171,Phase 03 : PDF Trombinoscope ,The PDF proccess isn't be able download PDF if i click a link on notification,29/08/2022,Blocking,29/08/2022,1,0:45,0:33,PASS
QA-172,Phase 03 : PDF Trombinoscope ,"I can see the Trombinocope PDF name is not match with spec doc, there are "" - - "" in the trombinoscope PDF name",31/08/2022,Moderate,31/08/2022,1,1:00,0:55,PASS
QA-173,Phase 03 : PDF Trombinoscope ,"If I select sorting by group and group ""ALL"" in the PDF Trombinoscope, I see the student displayed in each group is incorrect",31/08/2022,Major,01/09/2022,1,0:45,2:29,PASS
QA-174,Phase 02 : Trombinoscope,"when sending email from trombinoscope, in student mailbox, I see the ""to"" section is not displaying student name",01/09/2022,Minor,01/09/2022,1,0:45,0:45,PASS
QA-175,Phase 03 : PDF Trombinoscope ,"Pdf won't show up
Video : here",01/09/2022,Moderate,06/10/2022,1,0:15,0:10,PASS
QA-176,Phase 03 : PDF Trombinoscope ,"When I try to select a program from the PDF pop up, I can't see any data in the dropdown list ",06/10/2022,Major,06/10/2022,1,0:45,1:00,PASS
QA-177,Phase 02 : Trombinoscope,"There's no data showing when filter is on ""class"" option, it appears only when choosing a specific class",14/10/2022,Moderate,14/10/2022,1,0:45,1:21,PASS
QA-178,Step 2 - Quick Search using Search User,"I as operator do quick search using 2 words: Caroline SILAIRE
order result:
SILAIRE Caroline
CAROLINE Silaire
Jean-Marc SILAIRE
Caroline VINCENT

it should be:
CAROLINE Silaire
SILAIRE Caroline
Jean-Marc SILAIRE
Caroline VINCENT

Note: this issue also happens when I do quick seach as ACAD Dir",15/03/2023,Major,,1,,,PASS
QA-179,A. Step 1 - 4: Modality Payment form (SCRIPTED),"Some student that have status registred/admis did not receive notification SCRIPT041_N1

Number SCRIPT041_N1 on notif history : 10751 
number student that should receive from DB: 10.787

case student that not nreceive : Emma Richard",15/08/2022,Major,18/08/2022,1,1:00,1:00,PASS
QA-180,A. Step 1 - 4: Modality Payment form (SCRIPTED),"When I set Srudent as Finacial Supoort, the amount coverage not displyas in the Student Card >> tab Identity",15/08/2022,Moderate,19/08/2022,1,0:45,0:45,PASS
QA-181,Finance Follow Up Table,"On the menu Finance >> Follow Up table, some student have duplicate billing (the student that still not have FS)",15/08/2022,Moderate,16/08/2022,1,0:30,0:30,PASS
QA-182,A. Step 1 - 4: Modality Payment form (SCRIPTED),no dropdown select No Modality Payment in payment information column ,15/08/2022,Minor,16/08/2022,1,1:00,1:00,PASS
QA-183,C. Step 4: Chargeback for Automatic Debit that success before,"When the Payment status become Chargeback the status  in the Deposit column become White Dot color

case : Audrey ABEHSERA BENHAMOU",15/08/2022,Moderate,16/08/2022,1,1:00,,PASS
QA-184,A. Step 1 - 4: Modality Payment form (SCRIPTED),"this issue happens after no Default sorting:

After I add FS on the Modality Form, the Billing is split but there are no amount display for financial Support Row in the Finance follow Up table",16/08/2022,Moderate,16/08/2022,1,0:45,0:41,PASS
QA-185,C. Step 3: Automatic Debit Fail,"The amount of term is not correct for student , also There is two dot billed and rejected on the colum term on student row, the transaction is recorded multiple.",16/08/2022,Major,18/08/2022,1,1:00,18/08/2022,PASS
QA-186,B. Step 3: Script to Reset back to ADMIS,"Registration email for student with status admis is not all in RED dot, some of them already has date on it",18/08/2022,Moderate,22/08/2022,1,1:00,1:00,PASS
QA-187,E. Step 3a : Payment Information Admission FI,"The re-Admission follow up table, the student isn't exist  as finance follow up student",18/08/2022,Moderate,18/08/2022,1,,,PASS
QA-188,D. Step 2: Form filling for Term Payment by Credit Card,"format notification subject rejected in mailbox [EN] and [FR] different checklist

Based on sweet alert (PAY_N4) it should be:
[EN] Payment rejected - Terms for the Program <Student Program>
[FR] Paiement rejeté - Echéances du Programme <Student Program>",18/08/2022,Minor,18/08/2022,1,0:30,0:30,PASS
QA-189,D. Step 2: Form filling for Term Payment by Credit Card,"format notification subject accepted in mailbox [EN] and [FR] different checklist

Based on sweet alert (PAY_N5)  it should be:
[EN] Payment accepted - Terms for the Program <Student Program>
[FR] Paiement accepté - Echéances du Programme <Student Program>",18/08/2022,Minor,18/08/2022,1,0:30,0:30,PASS
QA-190,C. Step 2: Automatic Debit Success,There a Error on the Crontime when triggred cron after 9 days for student  that have status PENDING (SEPA Payment) ,18/08/2022,Major,18/08/2022,1,0:45,0:35,PASS
QA-191,D. Step 3c : Form filling for Term Payment by SEPA Chargeback,"There is error when BE Trigger Chargeback occur when the status of the Terms payment still in PENDING for financial support : 
FS get notification PAY_N1 but the status not change to pending",18/08/2022,Major,18/08/2022,1,0:45,0:35,PASS
QA-192,B. Step 4: Update FI form for Modality Payment,"Admission FI : After student complete the step modality of payment, when check on the Finance Student follow up, I see the payment information for student is not COMPLETED, where it should be completed",18/08/2022,Moderate,18/08/2022,1,,,PASS
QA-193,C. Step 2: Automatic Debit Success,"[Student Card][Tab Finance] In Finance History table, for billing FS the data display in the column Payer still display the name of student despite the name of FS",18/08/2022,Moderate,19/08/2022,1,0:45,0:45,PASS
QA-194,C. Step 4: Chargeback for Automatic Debit that success before,"NEED CONFIRMATION : 
SEPA Transaction term payment

In the transaction details i notice that the fee is populated 1.35
in checklist test data is "" - ""
which one is correct?",18/08/2022,Minor,22/08/2022,1,0:30,,PASS
QA-195,D. Step 3c : Form filling for Term Payment by SEPA Chargeback,"There are 2 issue when receive chargeback
- for financial support, status of term remains billed
- for student, status of term still paid & student status back to enaged with DP not paid",18/08/2022,Major,18/08/2022,1,0:45,0:35,PASS
QA-196,D. Step 2: Form filling for Term Payment by Credit Card,"issue when i fill amount data and i click credit card, i fill all data and i click pay, i see swall error",18/08/2022,Blocking,,1,,,PASS
